	BioProject	BioSample	Body_Site	project	base_media	condition	growth_phase	isolate	reference_condition	skip	OD-600	NOTES	InsertDev	InsertSize	LibraryLayout	LibrarySelection	LibrarySource	LibraryStrategy	Manual Strain	Model	Platform	Project	ProjectID	ReleaseDate	Run	SRAStudy	Sample	ScientificName	Submission	TaxID	class_tax_id	species	species_tax_id	strain_tax_id	R1	R2	Swift	Treatment	full_name	passed_fastqc	passed_global_correlation	passed_number_replicates	passed_reads_mapped_to_CDS	passed_similar_replicates	condition_name	project_name	CenterName	Notes	SRA ID	Biosample	GEO Series	GEO Sample	PMID	passed_replicate_correlations	genetic_changes	name	condition.1	treatment	strain_description	biosample_strain	biosample_genotype	reference_condition.1	LoadDate	spots	bases	spots_with_mates	avgLength	size_MB	AssemblyName	download_path	LibraryName	Study_Pubmed_id	SampleType	SampleName	g1k_pop_code	source	g1k_analysis_group	Subject_ID	Sex	Disease	Tumor	Affection_Status	Analyte_Type	Histological_Type	dbgap_study_accession	Consent	RunHash	ReadHash	LibraryName-DUPLICATE_DELETE	Experiment-DUPLICATE_DELETE	swift
SRX4965390	PRJNA503392	SAMN10359101			Unknown_media	Unknown_media:plasmid:exponential:HG001:pRsaI	exponential	HG001	Control				0.0	0.0	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq	HG001	Illumina MiSeq	ILLUMINA		503392.0	11/5/2018 15:41	SRR8144735	SRP167439	SRS4004881	Staphylococcus aureus	SRA802091	1280.0	91061.0	Staphylococcus aureus	1280.0	1280.0					rsaI sRNA:Unknown_media:plasmid:exponential:HG001:pRsaI	True	True	True	True	True	HG001__plasmid_pRsaI_Exponential	rsaI sRNA	GEO							True				plasmid	pRsaI			HG001__Control_WT_Exponential																													
SRX4965391	PRJNA503392	SAMN10359100			Unknown_media	Unknown_media:Mutant:exponential:HG001:delta-RsaI	exponential	HG001	Control				0.0	0.0	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq	HG001	Illumina MiSeq	ILLUMINA		503392.0	11/5/2018 15:41	SRR8144736	SRP167439	SRS4004882	Staphylococcus aureus	SRA802091	1280.0	91061.0	Staphylococcus aureus	1280.0	1280.0					rsaI sRNA:Unknown_media:Mutant:exponential:HG001:delta-RsaI	True	True	True	True	True	HG001__Mutant_delta-RsaI_Exponential	rsaI sRNA	GEO							True				Mutant	delta-RsaI			HG001__Control_WT_Exponential																													
SRX4965393	PRJNA503392	SAMN10359099			Unknown_media	Unknown_media:Mutant:exponential:HG001:delta-RsaI	exponential	HG001	Control				0.0	0.0	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq	HG001	Illumina MiSeq	ILLUMINA		503392.0	11/5/2018 15:41	SRR8144737	SRP167439	SRS4004884	Staphylococcus aureus	SRA802091	1280.0	91061.0	Staphylococcus aureus	1280.0	1280.0					rsaI sRNA:Unknown_media:Mutant:exponential:HG001:delta-RsaI	True	True	True	True	True	HG001__Mutant_delta-RsaI_Exponential	rsaI sRNA	GEO							True				Mutant	delta-RsaI			HG001__Control_WT_Exponential																													
SRX4965401	PRJNA503390	SAMN10359098			Unknown_media	Unknown_media:Control:exponential:HG001:WT	exponential	HG001	Control				0.0	0.0	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq	HG001	Illumina HiSeq 2500	ILLUMINA		503390.0	11/5/2018 15:41	SRR8144747	SRP167440	SRS4004890	Staphylococcus aureus	SRA802092	1280.0	91061.0	Staphylococcus aureus	1280.0	1280.0					rsaI sRNA-total:Unknown_media:Control:exponential:HG001:WT	True	True	True	True	True	HG001__Control_WT_Exponential	rsaI sRNA-total	GEO							True				Control	WT			HG001__Control_WT_Exponential																													
SRX4965403	PRJNA503390	SAMN10359113			Unknown_media	Unknown_media:Control:exponential:HG001:WT	exponential	HG001	Control				0.0	0.0	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq	HG001	Illumina HiSeq 2500	ILLUMINA		503390.0	11/5/2018 15:41	SRR8144748	SRP167440	SRS4004892	Staphylococcus aureus	SRA802092	1280.0	91061.0	Staphylococcus aureus	1280.0	1280.0					rsaI sRNA-total:Unknown_media:Control:exponential:HG001:WT	True	True	True	True	True	HG001__Control_WT_Exponential	rsaI sRNA-total	GEO							True				Control	WT			HG001__Control_WT_Exponential																													
SRX4965404	PRJNA503390	SAMN10359112			Unknown_media	Unknown_media:Control:exponential:HG001:WT	exponential	HG001	Control				0.0	0.0	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq	HG001	Illumina HiSeq 2500	ILLUMINA		503390.0	11/5/2018 15:41	SRR8144750	SRP167440	SRS4004893	Staphylococcus aureus	SRA802092	1280.0	91061.0	Staphylococcus aureus	1280.0	1280.0					rsaI sRNA-total:Unknown_media:Control:exponential:HG001:WT	True	True	True	True	True	HG001__Control_WT_Exponential	rsaI sRNA-total	GEO							True				Control	WT			HG001__Control_WT_Exponential																													
SRX4965405	PRJNA503390	SAMN10359111			Unknown_media	Unknown_media:mutant:exponential:HG001:delta-RsaI	exponential	HG001	Control				0.0	0.0	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq	HG001	Illumina HiSeq 2500	ILLUMINA		503390.0	11/5/2018 15:41	SRR8144751	SRP167440	SRS4004894	Staphylococcus aureus	SRA802092	1280.0	91061.0	Staphylococcus aureus	1280.0	1280.0					rsaI sRNA-total:Unknown_media:mutant:exponential:HG001:delta-RsaI	True	True	True	True	True	HG001__mutant_delta-RsaI_Exponential	rsaI sRNA-total	GEO							True				mutant	delta-RsaI			HG001__Control_WT_Exponential																													
SRX4965407	PRJNA503390	SAMN10359110			Unknown_media	Unknown_media:mutant:exponential:HG001:delta-RsaI	exponential	HG001	Control				0.0	0.0	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq	HG001	Illumina HiSeq 2500	ILLUMINA		503390.0	11/5/2018 15:41	SRR8144752	SRP167440	SRS4004896	Staphylococcus aureus	SRA802092	1280.0	91061.0	Staphylococcus aureus	1280.0	1280.0					rsaI sRNA-total:Unknown_media:mutant:exponential:HG001:delta-RsaI	True	True	True	True	True	HG001__mutant_delta-RsaI_Exponential	rsaI sRNA-total	GEO							True				mutant	delta-RsaI			HG001__Control_WT_Exponential																													
SRX4965408	PRJNA503390	SAMN10359109			Unknown_media	Unknown_media:mutant:exponential:HG001:delta-RsaI	exponential	HG001	Control				0.0	0.0	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq	HG001	Illumina HiSeq 2500	ILLUMINA		503390.0	11/5/2018 15:41	SRR8144753	SRP167440	SRS4004897	Staphylococcus aureus	SRA802092	1280.0	91061.0	Staphylococcus aureus	1280.0	1280.0					rsaI sRNA-total:Unknown_media:mutant:exponential:HG001:delta-RsaI	True	True	True	True	True	HG001__mutant_delta-RsaI_Exponential	rsaI sRNA-total	GEO							True				mutant	delta-RsaI			HG001__Control_WT_Exponential																													
SRX4965409	PRJNA503390	SAMN10359108			Unknown_media	Unknown_media:plasmid:exponential:HG001:pRsaI	exponential	HG001	Control				0.0	0.0	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq	HG001	Illumina HiSeq 2500	ILLUMINA		503390.0	11/5/2018 15:41	SRR8144754	SRP167440	SRS4004898	Staphylococcus aureus	SRA802092	1280.0	91061.0	Staphylococcus aureus	1280.0	1280.0					rsaI sRNA-total:Unknown_media:plasmid:exponential:HG001:pRsaI	True	True	True	True	True	HG001__plasmid_pRsaI_Exponential	rsaI sRNA-total	GEO							True				plasmid	pRsaI			HG001__Control_WT_Exponential																													
SRX4965411	PRJNA503390	SAMN10359107			Unknown_media	Unknown_media:plasmid:exponential:HG001:pRsaI	exponential	HG001	Control				0.0	0.0	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq	HG001	Illumina HiSeq 2500	ILLUMINA		503390.0	11/5/2018 15:41	SRR8144756	SRP167440	SRS4004900	Staphylococcus aureus	SRA802092	1280.0	91061.0	Staphylococcus aureus	1280.0	1280.0					rsaI sRNA-total:Unknown_media:plasmid:exponential:HG001:pRsaI	True	True	True	True	True	HG001__plasmid_pRsaI_Exponential	rsaI sRNA-total	GEO							True				plasmid	pRsaI			HG001__Control_WT_Exponential																													
SRX4965412	PRJNA503390	SAMN10359106			Unknown_media	Unknown_media:plasmid:exponential:HG001:pRsaI	exponential	HG001	Control				0.0	0.0	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq	HG001	Illumina HiSeq 2500	ILLUMINA		503390.0	11/5/2018 15:41	SRR8144757	SRP167440	SRS4004901	Staphylococcus aureus	SRA802092	1280.0	91061.0	Staphylococcus aureus	1280.0	1280.0					rsaI sRNA-total:Unknown_media:plasmid:exponential:HG001:pRsaI	True	True	True	True	True	HG001__plasmid_pRsaI_Exponential	rsaI sRNA-total	GEO							True				plasmid	pRsaI			HG001__Control_WT_Exponential																													
SRX501463	PRJNA241252	SAMN02698493			Unknown_media	Unknown_media:Control-DMSO:exponential:HG003:WT	exponential	HG003	Control-DMSO			From JCVI	0.0	0.0	SINGLE	RANDOM	TRANSCRIPTOMIC	RNA-Seq	HG003	Illumina HiSeq 2000	ILLUMINA		241252.0	3/26/2014 21:36	SRR1205301	SRP040579	SRS582517	Staphylococcus aureus	SRA149252	1280.0	91061.0	Staphylococcus aureus	1280.0	1280.0					abx exposure:Unknown_media:Control-DMSO:exponential:HG003:WT	True	True	True	True	True	HG003__Control-DMSO_WT_Exponential	abx exposure	JCVI							True				Control-DMSO	WT			HG003__Control-DMSO_WT_Exponential																													
SRX501464	PRJNA241252	SAMN02698494			Unknown_media	Unknown_media:Control-DMSO:exponential:HG003:WT	exponential	HG003	Control-DMSO			From JCVI	0.0	0.0	SINGLE	RANDOM	TRANSCRIPTOMIC	RNA-Seq	HG003	Illumina HiSeq 2000	ILLUMINA		241252.0	3/26/2014 21:36	SRR1205302	SRP040579	SRS582518	Staphylococcus aureus	SRA149254	1280.0	91061.0	Staphylococcus aureus	1280.0	1280.0					abx exposure:Unknown_media:Control-DMSO:exponential:HG003:WT	True	True	True	True	True	HG003__Control-DMSO_WT_Exponential	abx exposure	JCVI							True				Control-DMSO	WT			HG003__Control-DMSO_WT_Exponential																													
SRX501466	PRJNA241252	SAMN02698496			Unknown_media	Unknown_media:actinomycin:exponential:HG003:WT	exponential	HG003	Control-DMSO			From JCVI	0.0	0.0	SINGLE	RANDOM	TRANSCRIPTOMIC	RNA-Seq	HG003	Illumina HiSeq 2000	ILLUMINA		241252.0	3/26/2014 11:09	SRR1205308	SRP040579	SRS582520	Staphylococcus aureus	SRA149256	1280.0	91061.0	Staphylococcus aureus	1280.0	1280.0					abx exposure:Unknown_media:actinomycin:exponential:HG003:WT	True	True	True	True	True	HG003__actinomycin_WT_Exponential	abx exposure	JCVI							True				actinomycin	WT			HG003__Control-DMSO_WT_Exponential																													
SRX501468	PRJNA241252	SAMN02698498			Unknown_media	Unknown_media:actinomycin:exponential:HG003:WT	exponential	HG003	Control-DMSO			From JCVI	0.0	0.0	SINGLE	RANDOM	TRANSCRIPTOMIC	RNA-Seq	HG003	Illumina HiSeq 2000	ILLUMINA		241252.0	3/26/2014 11:50	SRR1205311	SRP040579	SRS582522	Staphylococcus aureus	SRA149258	1280.0	91061.0	Staphylococcus aureus	1280.0	1280.0					abx exposure:Unknown_media:actinomycin:exponential:HG003:WT	True	True	True	True	True	HG003__actinomycin_WT_Exponential	abx exposure	JCVI							True				actinomycin	WT			HG003__Control-DMSO_WT_Exponential																													
SRX501471	PRJNA241252	SAMN02698499			Unknown_media	Unknown_media:b26p7:exponential:HG003:WT	exponential	HG003	Control-DMSO			From JCVI	0.0	0.0	SINGLE	RANDOM	TRANSCRIPTOMIC	RNA-Seq	HG003	Illumina HiSeq 2000	ILLUMINA		241252.0	3/26/2014 11:48	SRR1205327	SRP040579	SRS582528	Staphylococcus aureus	SRA149263	1280.0	91061.0	Staphylococcus aureus	1280.0	1280.0					abx exposure:Unknown_media:b26p7:exponential:HG003:WT	True	True	True	True	True	HG003__b26p7_WT_Exponential	abx exposure	JCVI							True				b26p7	WT			HG003__Control-DMSO_WT_Exponential																													
SRX501472	PRJNA241252	SAMN02698500			Unknown_media	Unknown_media:b26p7:exponential:HG003:WT	exponential	HG003	Control-DMSO			From JCVI	0.0	0.0	SINGLE	RANDOM	TRANSCRIPTOMIC	RNA-Seq	HG003	Illumina HiSeq 2000	ILLUMINA		241252.0	3/26/2014 11:50	SRR1205328	SRP040579	SRS582529	Staphylococcus aureus	SRA149265	1280.0	91061.0	Staphylococcus aureus	1280.0	1280.0					abx exposure:Unknown_media:b26p7:exponential:HG003:WT	True	True	True	True	True	HG003__b26p7_WT_Exponential	abx exposure	JCVI							True				b26p7	WT			HG003__Control-DMSO_WT_Exponential																													
SRX501473	PRJNA241252	SAMN02698525			Unknown_media	Unknown_media:bactracomp:exponential:HG003:WT	exponential	HG003	Control-DMSO			From JCVI	0.0	0.0	SINGLE	RANDOM	TRANSCRIPTOMIC	RNA-Seq	HG003	Illumina HiSeq 2000	ILLUMINA		241252.0	3/26/2014 11:48	SRR1205329	SRP040579	SRS582530	Staphylococcus aureus	SRA149266	1280.0	91061.0	Staphylococcus aureus	1280.0	1280.0					abx exposure:Unknown_media:bactracomp:exponential:HG003:WT	True	True	True	True	True	HG003__bactracomp_WT_Exponential	abx exposure	JCVI							True				bactracomp	WT			HG003__Control-DMSO_WT_Exponential																													
SRX501474	PRJNA241252	SAMN02698526			Unknown_media	Unknown_media:bactracomp:exponential:HG003:WT	exponential	HG003	Control-DMSO			From JCVI	0.0	0.0	SINGLE	RANDOM	TRANSCRIPTOMIC	RNA-Seq	HG003	Illumina HiSeq 2000	ILLUMINA		241252.0	3/26/2014 11:48	SRR1205330	SRP040579	SRS582531	Staphylococcus aureus	SRA149267	1280.0	91061.0	Staphylococcus aureus	1280.0	1280.0					abx exposure:Unknown_media:bactracomp:exponential:HG003:WT	True	True	True	True	True	HG003__bactracomp_WT_Exponential	abx exposure	JCVI							True				bactracomp	WT			HG003__Control-DMSO_WT_Exponential																													
SRX501475	PRJNA241252	SAMN02698527			Unknown_media	Unknown_media:bactraext:exponential:HG003:WT	exponential	HG003	Control-DMSO			From JCVI	0.0	0.0	SINGLE	RANDOM	TRANSCRIPTOMIC	RNA-Seq	HG003	Illumina HiSeq 2000	ILLUMINA		241252.0	3/26/2014 11:48	SRR1205331	SRP040579	SRS582532	Staphylococcus aureus	SRA149268	1280.0	91061.0	Staphylococcus aureus	1280.0	1280.0					abx exposure:Unknown_media:bactraext:exponential:HG003:WT	True	True	True	True	True	HG003__bactraext_WT_Exponential	abx exposure	JCVI							True				bactraext	WT			HG003__Control-DMSO_WT_Exponential																													
SRX501476	PRJNA241252	SAMN02698528			Unknown_media	Unknown_media:bactraext:exponential:HG003:WT	exponential	HG003	Control-DMSO			From JCVI	0.0	0.0	SINGLE	RANDOM	TRANSCRIPTOMIC	RNA-Seq	HG003	Illumina HiSeq 2000	ILLUMINA		241252.0	3/26/2014 11:48	SRR1205332	SRP040579	SRS582533	Staphylococcus aureus	SRA149269	1280.0	91061.0	Staphylococcus aureus	1280.0	1280.0					abx exposure:Unknown_media:bactraext:exponential:HG003:WT	True	True	True	True	True	HG003__bactraext_WT_Exponential	abx exposure	JCVI							True				bactraext	WT			HG003__Control-DMSO_WT_Exponential																													
SRX501477	PRJNA241252	SAMN02698501			Unknown_media	Unknown_media:cam:exponential:HG003:WT	exponential	HG003	Control-DMSO			From JCVI	0.0	0.0	SINGLE	RANDOM	TRANSCRIPTOMIC	RNA-Seq	HG003	Illumina HiSeq 2000	ILLUMINA		241252.0	3/26/2014 11:50	SRR1205333	SRP040579	SRS582534	Staphylococcus aureus	SRA149270	1280.0	91061.0	Staphylococcus aureus	1280.0	1280.0					abx exposure:Unknown_media:cam:exponential:HG003:WT	True	True	True	True	True	HG003__cam_WT_Exponential	abx exposure	JCVI							True				cam	WT			HG003__Control-DMSO_WT_Exponential																													
SRX501478	PRJNA241252	SAMN02698502			Unknown_media	Unknown_media:cam:exponential:HG003:WT	exponential	HG003	Control-DMSO			From JCVI	0.0	0.0	SINGLE	RANDOM	TRANSCRIPTOMIC	RNA-Seq	HG003	Illumina HiSeq 2000	ILLUMINA		241252.0	3/26/2014 11:50	SRR1205334	SRP040579	SRS582535	Staphylococcus aureus	SRA149271	1280.0	91061.0	Staphylococcus aureus	1280.0	1280.0					abx exposure:Unknown_media:cam:exponential:HG003:WT	True	True	True	True	True	HG003__cam_WT_Exponential	abx exposure	JCVI							True				cam	WT			HG003__Control-DMSO_WT_Exponential																													
SRX501479	PRJNA241252	SAMN02698505			Unknown_media	Unknown_media:etycomp:exponential:HG003:WT	exponential	HG003	Control-DMSO			From JCVI	0.0	0.0	SINGLE	RANDOM	TRANSCRIPTOMIC	RNA-Seq	HG003	Illumina HiSeq 2000	ILLUMINA		241252.0	3/26/2014 11:48	SRR1205335	SRP040579	SRS582536	Staphylococcus aureus	SRA149272	1280.0	91061.0	Staphylococcus aureus	1280.0	1280.0					abx exposure:Unknown_media:etycomp:exponential:HG003:WT	True	True	True	True	True	HG003__etycomp_WT_Exponential	abx exposure	JCVI							True				etycomp	WT			HG003__Control-DMSO_WT_Exponential																													
SRX501480	PRJNA241252	SAMN02698506			Unknown_media	Unknown_media:etycomp:exponential:HG003:WT	exponential	HG003	Control-DMSO			From JCVI	0.0	0.0	SINGLE	RANDOM	TRANSCRIPTOMIC	RNA-Seq	HG003	Illumina HiSeq 2000	ILLUMINA		241252.0	3/26/2014 11:48	SRR1205336	SRP040579	SRS582537	Staphylococcus aureus	SRA149273	1280.0	91061.0	Staphylococcus aureus	1280.0	1280.0					abx exposure:Unknown_media:etycomp:exponential:HG003:WT	True	True	True	True	True	HG003__etycomp_WT_Exponential	abx exposure	JCVI							True				etycomp	WT			HG003__Control-DMSO_WT_Exponential																													
SRX501481	PRJNA241252	SAMN02698503			Unknown_media	Unknown_media:etyext:exponential:HG003:WT	exponential	HG003	Control-DMSO			From JCVI	0.0	0.0	SINGLE	RANDOM	TRANSCRIPTOMIC	RNA-Seq	HG003	Illumina HiSeq 2000	ILLUMINA		241252.0	3/26/2014 11:48	SRR1205337	SRP040579	SRS582538	Staphylococcus aureus	SRA149274	1280.0	91061.0	Staphylococcus aureus	1280.0	1280.0					abx exposure:Unknown_media:etyext:exponential:HG003:WT	True	True	True	True	True	HG003__etyext_WT_Exponential	abx exposure	JCVI							True				etyext	WT			HG003__Control-DMSO_WT_Exponential																													
SRX501482	PRJNA241252	SAMN02698504			Unknown_media	Unknown_media:etyext:exponential:HG003:WT	exponential	HG003	Control-DMSO			From JCVI	0.0	0.0	SINGLE	RANDOM	TRANSCRIPTOMIC	RNA-Seq	HG003	Illumina HiSeq 2000	ILLUMINA		241252.0	3/26/2014 11:50	SRR1205338	SRP040579	SRS582539	Staphylococcus aureus	SRA149275	1280.0	91061.0	Staphylococcus aureus	1280.0	1280.0					abx exposure:Unknown_media:etyext:exponential:HG003:WT	True	True	True	True	True	HG003__etyext_WT_Exponential	abx exposure	JCVI							True				etyext	WT			HG003__Control-DMSO_WT_Exponential																													
SRX501483	PRJNA241252	SAMN02698507			Unknown_media	Unknown_media:novo-compound:exponential:HG003:WT	exponential	HG003	Control-DMSO			From JCVI	0.0	0.0	SINGLE	RANDOM	TRANSCRIPTOMIC	RNA-Seq	HG003	Illumina HiSeq 2000	ILLUMINA		241252.0	3/26/2014 11:50	SRR1205339	SRP040579	SRS582540	Staphylococcus aureus	SRA149276	1280.0	91061.0	Staphylococcus aureus	1280.0	1280.0					abx exposure:Unknown_media:novo-compound:exponential:HG003:WT	True	True	True	True	True	HG003__novo-compound_WT_Exponential	abx exposure	JCVI							True				novo-compound	WT			HG003__Control-DMSO_WT_Exponential																													
SRX501484	PRJNA241252	SAMN02698508			Unknown_media	Unknown_media:novo-compound:exponential:HG003:WT	exponential	HG003	Control-DMSO			From JCVI	0.0	0.0	SINGLE	RANDOM	TRANSCRIPTOMIC	RNA-Seq	HG003	Illumina HiSeq 2000	ILLUMINA		241252.0	3/26/2014 11:50	SRR1205340	SRP040579	SRS582541	Staphylococcus aureus	SRA149277	1280.0	91061.0	Staphylococcus aureus	1280.0	1280.0					abx exposure:Unknown_media:novo-compound:exponential:HG003:WT	True	True	True	True	True	HG003__novo-compound_WT_Exponential	abx exposure	JCVI							True				novo-compound	WT			HG003__Control-DMSO_WT_Exponential																													
SRX501485	PRJNA241252	SAMN02698509			Unknown_media	Unknown_media:novo-extract:exponential:HG003:WT	exponential	HG003	Control-DMSO			From JCVI	0.0	0.0	SINGLE	RANDOM	TRANSCRIPTOMIC	RNA-Seq	HG003	Illumina HiSeq 2000	ILLUMINA		241252.0	3/26/2014 11:51	SRR1205341	SRP040579	SRS582542	Staphylococcus aureus	SRA149278	1280.0	91061.0	Staphylococcus aureus	1280.0	1280.0					abx exposure:Unknown_media:novo-extract:exponential:HG003:WT	True	True	True	True	True	HG003__novo-extract_WT_Exponential	abx exposure	JCVI							True				novo-extract	WT			HG003__Control-DMSO_WT_Exponential																													
SRX501486	PRJNA241252	SAMN02698511			Unknown_media	Unknown_media:penicillin-compound:exponential:HG003:WT	exponential	HG003	Control-DMSO			From JCVI	0.0	0.0	SINGLE	RANDOM	TRANSCRIPTOMIC	RNA-Seq	HG003	Illumina HiSeq 2000	ILLUMINA		241252.0	3/26/2014 11:51	SRR1205342	SRP040579	SRS582543	Staphylococcus aureus	SRA149279	1280.0	91061.0	Staphylococcus aureus	1280.0	1280.0					abx exposure:Unknown_media:penicillin-compound:exponential:HG003:WT	True	True	True	True	True	HG003__penicillin-compound_WT_Exponential	abx exposure	JCVI							True				penicillin-compound	WT			HG003__Control-DMSO_WT_Exponential																													
SRX501487	PRJNA241252	SAMN02698512			Unknown_media	Unknown_media:penicillin-compound:exponential:HG003:WT	exponential	HG003	Control-DMSO			From JCVI	0.0	0.0	SINGLE	RANDOM	TRANSCRIPTOMIC	RNA-Seq	HG003	Illumina HiSeq 2000	ILLUMINA		241252.0	3/26/2014 21:36	SRR1205343	SRP040579	SRS582544	Staphylococcus aureus	SRA149280	1280.0	91061.0	Staphylococcus aureus	1280.0	1280.0					abx exposure:Unknown_media:penicillin-compound:exponential:HG003:WT	True	True	True	True	True	HG003__penicillin-compound_WT_Exponential	abx exposure	JCVI							True				penicillin-compound	WT			HG003__Control-DMSO_WT_Exponential																													
SRX501490	PRJNA241252	SAMN02698515			Unknown_media	Unknown_media:rif-compound:exponential:HG003:WT	exponential	HG003	Control-DMSO			From JCVI	0.0	0.0	SINGLE	RANDOM	TRANSCRIPTOMIC	RNA-Seq	HG003	Illumina HiSeq 2000	ILLUMINA		241252.0	3/26/2014 11:55	SRR1205346	SRP040579	SRS582547	Staphylococcus aureus	SRA149283	1280.0	91061.0	Staphylococcus aureus	1280.0	1280.0					abx exposure:Unknown_media:rif-compound:exponential:HG003:WT	True	True	True	True	True	HG003__rif-compound_WT_Exponential	abx exposure	JCVI							True				rif-compound	WT			HG003__Control-DMSO_WT_Exponential																													
SRX501491	PRJNA241252	SAMN02698516			Unknown_media	Unknown_media:rif-compound:exponential:HG003:WT	exponential	HG003	Control-DMSO			From JCVI	0.0	0.0	SINGLE	RANDOM	TRANSCRIPTOMIC	RNA-Seq	HG003	Illumina HiSeq 2000	ILLUMINA		241252.0	3/26/2014 11:55	SRR1205347	SRP040579	SRS582548	Staphylococcus aureus	SRA149284	1280.0	91061.0	Staphylococcus aureus	1280.0	1280.0					abx exposure:Unknown_media:rif-compound:exponential:HG003:WT	True	True	True	True	True	HG003__rif-compound_WT_Exponential	abx exposure	JCVI							True				rif-compound	WT			HG003__Control-DMSO_WT_Exponential																													
SRX501504	PRJNA241252	SAMN02698510			Unknown_media	Unknown_media:novo-extract:exponential:HG003:WT	exponential	HG003	Control-DMSO			From JCVI	0.0	0.0	SINGLE	RANDOM	TRANSCRIPTOMIC	RNA-Seq	HG003	Illumina HiSeq 2000	ILLUMINA		241252.0	3/26/2014 11:57	SRR1205360	SRP040579	SRS582561	Staphylococcus aureus	SRA149286	1280.0	91061.0	Staphylococcus aureus	1280.0	1280.0					abx exposure:Unknown_media:novo-extract:exponential:HG003:WT	True	True	True	True	True	HG003__novo-extract_WT_Exponential	abx exposure	JCVI							True				novo-extract	WT			HG003__Control-DMSO_WT_Exponential																													
SRX501505	PRJNA241252	SAMN02698517			Unknown_media	Unknown_media:rif-extract:exponential:HG003:WT	exponential	HG003	Control-DMSO			From JCVI	0.0	0.0	SINGLE	RANDOM	TRANSCRIPTOMIC	RNA-Seq	HG003	Illumina HiSeq 2000	ILLUMINA		241252.0	3/26/2014 11:55	SRR1205361	SRP040579	SRS582562	Staphylococcus aureus	SRA149287	1280.0	91061.0	Staphylococcus aureus	1280.0	1280.0					abx exposure:Unknown_media:rif-extract:exponential:HG003:WT	True	True	True	True	True	HG003__rif-extract_WT_Exponential	abx exposure	JCVI							True				rif-extract	WT			HG003__Control-DMSO_WT_Exponential																													
SRX501506	PRJNA241252	SAMN02698518			Unknown_media	Unknown_media:rif-extract:exponential:HG003:WT	exponential	HG003	Control-DMSO			From JCVI	0.0	0.0	SINGLE	RANDOM	TRANSCRIPTOMIC	RNA-Seq	HG003	Illumina HiSeq 2000	ILLUMINA		241252.0	3/26/2014 11:55	SRR1205362	SRP040579	SRS582563	Staphylococcus aureus	SRA149288	1280.0	91061.0	Staphylococcus aureus	1280.0	1280.0					abx exposure:Unknown_media:rif-extract:exponential:HG003:WT	True	True	True	True	True	HG003__rif-extract_WT_Exponential	abx exposure	JCVI							True				rif-extract	WT			HG003__Control-DMSO_WT_Exponential																													
SRX501507	PRJNA241252	SAMN02698519			Unknown_media	Unknown_media:valino-compound:exponential:HG003:WT	exponential	HG003	Control-DMSO			From JCVI	0.0	0.0	SINGLE	RANDOM	TRANSCRIPTOMIC	RNA-Seq	HG003	Illumina HiSeq 2000	ILLUMINA		241252.0	3/26/2014 11:55	SRR1205363	SRP040579	SRS582564	Staphylococcus aureus	SRA149289	1280.0	91061.0	Staphylococcus aureus	1280.0	1280.0					abx exposure:Unknown_media:valino-compound:exponential:HG003:WT	True	True	True	True	True	HG003__valino-compound_WT_Exponential	abx exposure	JCVI							True				valino-compound	WT			HG003__Control-DMSO_WT_Exponential																													
SRX501508	PRJNA241252	SAMN02698520			Unknown_media	Unknown_media:valino-compound:exponential:HG003:WT	exponential	HG003	Control-DMSO			From JCVI	0.0	0.0	SINGLE	RANDOM	TRANSCRIPTOMIC	RNA-Seq	HG003	Illumina HiSeq 2000	ILLUMINA		241252.0	3/26/2014 11:55	SRR1205364	SRP040579	SRS582565	Staphylococcus aureus	SRA149290	1280.0	91061.0	Staphylococcus aureus	1280.0	1280.0					abx exposure:Unknown_media:valino-compound:exponential:HG003:WT	True	True	True	True	True	HG003__valino-compound_WT_Exponential	abx exposure	JCVI							True				valino-compound	WT			HG003__Control-DMSO_WT_Exponential																													
SRX501509	PRJNA241252	SAMN02698521			Unknown_media	Unknown_media:valino-extract:exponential:HG003:WT	exponential	HG003	Control-DMSO			From JCVI	0.0	0.0	SINGLE	RANDOM	TRANSCRIPTOMIC	RNA-Seq	HG003	Illumina HiSeq 2000	ILLUMINA		241252.0	3/26/2014 11:53	SRR1205365	SRP040579	SRS582566	Staphylococcus aureus	SRA149291	1280.0	91061.0	Staphylococcus aureus	1280.0	1280.0					abx exposure:Unknown_media:valino-extract:exponential:HG003:WT	True	True	True	True	True	HG003__valino-extract_WT_Exponential	abx exposure	JCVI							True				valino-extract	WT			HG003__Control-DMSO_WT_Exponential																													
