# Metadata of the RNA sequencing data used to create the TRN model with ICA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,# Metadata of the RNA sequencing data used to create the TRN model with ICA
,BioProject,BioSample,Body_Site,project,base_media,condition,growth_phase,isolate,reference_condition,skip,OD-600,NOTES,InsertDev,InsertSize,LibraryLayout,LibrarySelection,LibrarySource,LibraryStrategy,Manual Strain,Model,Platform,Project,ProjectID,ReleaseDate,Run,SRAStudy,Sample,ScientificName,Submission,TaxID,class_tax_id,species,species_tax_id,strain_tax_id,Swift,Treatment,full_name,passed_fastqc,passed_global_correlation,passed_number_replicates,passed_reads_mapped_to_CDS,passed_similar_replicates,condition_name,project_name,CenterName,Notes,SRA ID,GEO Series,GEO Sample,PMID,passed_replicate_correlations,genetic_changes,name,treatment,strain_description,Study_Pubmed_id,Previous ID (Changed SRR to SRX)
SRX3734435,PRJNA435586,SAMN08581221,,PRJNA435586,Unknown_media,Unknown_media:phi80-lysogen:biofilm:RN450:phi11-lysogen,biofilm,RN450,Control,,,,0,0,PAIRED,cDNA,TRANSCRIPTOMIC,RNA-Seq,RN450,Illumina HiSeq 2000,ILLUMINA,,435586,8/20/2018 16:32,SRR6762764,SRP133311,SRS2991453,Staphylococcus aureus,SRA661127,1280,91061,Staphylococcus aureus,1280,1280,,,lysogen:Unknown_media:phi80-lysogen:biofilm:RN450:phi11-lysogen,TRUE,TRUE,TRUE,TRUE,TRUE,RN450__phi80-lysogen_phi11-lysogen_Biofilm,lysogen,GEO,,,,,,TRUE,,,phi80-lysogen,phi11-lysogen,,SRX3734435
SRX3734436,PRJNA435586,SAMN08581219,,PRJNA435586,Unknown_media,Unknown_media:phi80-lysogen:biofilm:RN450:phi11-lysogen,biofilm,RN450,Control,,,,0,0,PAIRED,cDNA,TRANSCRIPTOMIC,RNA-Seq,RN450,Illumina HiSeq 2000,ILLUMINA,,435586,8/20/2018 16:32,SRR6762765,SRP133311,SRS2991454,Staphylococcus aureus,SRA661127,1280,91061,Staphylococcus aureus,1280,1280,,,lysogen:Unknown_media:phi80-lysogen:biofilm:RN450:phi11-lysogen,TRUE,TRUE,TRUE,TRUE,TRUE,RN450__phi80-lysogen_phi11-lysogen_Biofilm,lysogen,GEO,,,,,,TRUE,,,phi80-lysogen,phi11-lysogen,,SRX3734436
SRX4106206,PRJNA472336,SAMN09231668,,PRJNA472336,TSB,TSB:Control:exponential:SH1000:WT,exponential,SH1000,Control,,,,0,0,SINGLE,cDNA,TRANSCRIPTOMIC,RNA-Seq,SH1000,NextSeq 500,ILLUMINA,,472336,11/19/2018 16:50,SRR7189482,SRP148563,SRS3321999,Staphylococcus aureus,SRA708103,1280,91061,Staphylococcus aureus,1280,1280,,,nisin:TSB:Control:exponential:SH1000:WT,TRUE,TRUE,TRUE,TRUE,TRUE,SH1000_TSB_Control_WT_Exponential,nisin,GEO,,,,,,TRUE,,,Control,WT,,SRX4106206
SRX4106207,PRJNA472336,SAMN09231667,,PRJNA472336,TSB,TSB:Control:exponential:SH1000:WT,exponential,SH1000,Control,,,,0,0,SINGLE,cDNA,TRANSCRIPTOMIC,RNA-Seq,SH1000,NextSeq 500,ILLUMINA,,472336,11/19/2018 16:50,SRR7189483,SRP148563,SRS3322000,Staphylococcus aureus,SRA708103,1280,91061,Staphylococcus aureus,1280,1280,,,nisin:TSB:Control:exponential:SH1000:WT,TRUE,TRUE,TRUE,TRUE,TRUE,SH1000_TSB_Control_WT_Exponential,nisin,GEO,,,,,,TRUE,,,Control,WT,,SRX4106207
SRX4106208,PRJNA472336,SAMN09231666,,PRJNA472336,TSB,TSB:Mutant:exponential:SH1000:NsaS-A208E,exponential,SH1000,Control,,,,0,0,SINGLE,cDNA,TRANSCRIPTOMIC,RNA-Seq,SH1000,NextSeq 500,ILLUMINA,,472336,11/19/2018 16:50,SRR7189484,SRP148563,SRS3322001,Staphylococcus aureus,SRA708103,1280,91061,Staphylococcus aureus,1280,1280,,,nisin:TSB:Mutant:exponential:SH1000:NsaS-A208E,TRUE,TRUE,TRUE,TRUE,TRUE,SH1000_TSB_Mutant_NsaS-A208E_Exponential,nisin,GEO,,,,,,TRUE,,,Mutant,NsaS-A208E,,SRX4106208
SRX4106209,PRJNA472336,SAMN09231665,,PRJNA472336,TSB,TSB:Mutant:exponential:SH1000:NsaS-A208E,exponential,SH1000,Control,,,,0,0,SINGLE,cDNA,TRANSCRIPTOMIC,RNA-Seq,SH1000,NextSeq 500,ILLUMINA,,472336,11/19/2018 16:50,SRR7189485,SRP148563,SRS3322002,Staphylococcus aureus,SRA708103,1280,91061,Staphylococcus aureus,1280,1280,,,nisin:TSB:Mutant:exponential:SH1000:NsaS-A208E,TRUE,TRUE,TRUE,TRUE,TRUE,SH1000_TSB_Mutant_NsaS-A208E_Exponential,nisin,GEO,,,,,,TRUE,,,Mutant,NsaS-A208E,,SRX4106209
SRX4106210,PRJNA472336,SAMN09231664,,PRJNA472336,TSB,TSB:Mutant:exponential:SH1000:NsaS-A208E,exponential,SH1000,Control,,,,0,0,SINGLE,cDNA,TRANSCRIPTOMIC,RNA-Seq,,NextSeq 500,ILLUMINA,,472336,11/19/2018 16:50,SRR7189486,SRP148563,SRS3322003,Staphylococcus aureus,SRA708103,1280,,,,,,,nisin:TSB:Mutant:exponential:SH1000:NsaS-A208E,TRUE,TRUE,,TRUE,,,nisin,GEO,,,,,,TRUE,,,Mutant,NsaS-A208E,3,SRX4106210
SRX480723,PRJNA239877,SAMN02671257,,PRJNA239877,TSB,TSB:Control:exponential:Newman:WT,exponential,Newman,Control,,,,0,0,SINGLE,cDNA,TRANSCRIPTOMIC,RNA-Seq,,Illumina HiSeq 2000,ILLUMINA,,239877,5/9/2014 12:31,SRR1182325,SRP039358,SRS565568,Staphylococcus aureus subsp. aureus str. Newman,SRA143635,426430,,,,,,,H2O2-treatment:TSB:Control:exponential:Newman:WT,TRUE,TRUE,,TRUE,,,H2O2-treatment,GEO,,,,,,TRUE,,,Control,WT,2,SRX480723
SRX480724,PRJNA239877,SAMN02671258,,PRJNA239877,TSB,TSB:Control:exponential:Newman:WT,exponential,Newman,Control,,,,0,0,SINGLE,cDNA,TRANSCRIPTOMIC,RNA-Seq,,Illumina HiSeq 2000,ILLUMINA,,239877,5/9/2014 12:31,SRR1182326,SRP039358,SRS565570,Staphylococcus aureus subsp. aureus str. Newman,SRA143635,426430,,,,,,,H2O2-treatment:TSB:Control:exponential:Newman:WT,TRUE,TRUE,,TRUE,,,H2O2-treatment,GEO,,,,,,TRUE,,,Control,WT,2,SRX480724
SRX480725,PRJNA239877,SAMN02671256,,PRJNA239877,TSB,TSB:H2O2-treatment:exponential:Newman:WT,exponential,Newman,Control,,,,0,0,SINGLE,cDNA,TRANSCRIPTOMIC,RNA-Seq,,Illumina HiSeq 2000,ILLUMINA,,239877,5/9/2014 12:31,SRR1182327,SRP039358,SRS565571,Staphylococcus aureus subsp. aureus str. Newman,SRA143635,426430,,,,,,,H2O2-treatment:TSB:H2O2-treatment:exponential:Newman:WT,TRUE,TRUE,,TRUE,,,H2O2-treatment,GEO,,,,,,TRUE,,,H2O2-treatment,WT,2,SRX480725
SRX480726,PRJNA239877,SAMN02671259,,PRJNA239877,TSB,TSB:H2O2-treatment:exponential:Newman:WT,exponential,Newman,Control,,,,0,0,SINGLE,cDNA,TRANSCRIPTOMIC,RNA-Seq,,Illumina HiSeq 2000,ILLUMINA,,239877,5/9/2014 12:31,SRR1182328,SRP039358,SRS565572,Staphylococcus aureus subsp. aureus str. Newman,SRA143635,426430,,,,,,,H2O2-treatment:TSB:H2O2-treatment:exponential:Newman:WT,TRUE,TRUE,,TRUE,,,H2O2-treatment,GEO,,,,,,TRUE,,,H2O2-treatment,WT,2,SRX480726
SRX4965385,PRJNA503392,SAMN10359105,,PRJNA503392,Unknown_media,Unknown_media:Control:exponential:HG001:WT,exponential,HG001,Control,,,,0,0,SINGLE,cDNA,TRANSCRIPTOMIC,RNA-Seq,HG001,Illumina MiSeq,ILLUMINA,,503392,11/5/2018 15:41,SRR8144730,SRP167439,SRS4004877,Staphylococcus aureus,SRA802091,1280,91061,Staphylococcus aureus,1280,1280,,,rsaI sRNA:Unknown_media:Control:exponential:HG001:WT,TRUE,TRUE,TRUE,TRUE,TRUE,HG001__Control_WT_Exponential,rsaI sRNA,GEO,,,,,,TRUE,,,Control,WT,,SRX4965385
SRX4965386,PRJNA503392,SAMN10359104,,PRJNA503392,Unknown_media,Unknown_media:plasmid:exponential:HG001:pRsaI,exponential,HG001,Control,,,,0,0,SINGLE,cDNA,TRANSCRIPTOMIC,RNA-Seq,HG001,Illumina MiSeq,ILLUMINA,,503392,11/5/2018 15:41,SRR8144731,SRP167439,SRS4004879,Staphylococcus aureus,SRA802091,1280,91061,Staphylococcus aureus,1280,1280,,,rsaI sRNA:Unknown_media:plasmid:exponential:HG001:pRsaI,TRUE,TRUE,TRUE,TRUE,TRUE,HG001__plasmid_pRsaI_Exponential,rsaI sRNA,GEO,,,,,,TRUE,,,plasmid,pRsaI,,SRX4965386
SRX4965387,PRJNA503392,SAMN10359103,,PRJNA503392,Unknown_media,Unknown_media:plasmid:exponential:HG001:pRsaI,exponential,HG001,Control,,,,0,0,SINGLE,cDNA,TRANSCRIPTOMIC,RNA-Seq,HG001,Illumina MiSeq,ILLUMINA,,503392,11/5/2018 15:41,SRR8144733,SRP167439,SRS4004880,Staphylococcus aureus,SRA802091,1280,91061,Staphylococcus aureus,1280,1280,,,rsaI sRNA:Unknown_media:plasmid:exponential:HG001:pRsaI,TRUE,TRUE,TRUE,TRUE,TRUE,HG001__plasmid_pRsaI_Exponential,rsaI sRNA,GEO,,,,,,TRUE,,,plasmid,pRsaI,,SRX4965387
SRX4965389,PRJNA503392,SAMN10359102,,PRJNA503392,Unknown_media,Unknown_media:Control:exponential:HG001:WT,exponential,HG001,Control,,,,0,0,SINGLE,cDNA,TRANSCRIPTOMIC,RNA-Seq,HG001,Illumina MiSeq,ILLUMINA,,503392,11/5/2018 15:41,SRR8144734,SRP167439,SRS4004883,Staphylococcus aureus,SRA802091,1280,91061,Staphylococcus aureus,1280,1280,,,rsaI sRNA:Unknown_media:Control:exponential:HG001:WT,TRUE,TRUE,TRUE,TRUE,TRUE,HG001__Control_WT_Exponential,rsaI sRNA,GEO,,,,,,TRUE,,,Control,WT,,SRX4965389
SRX4965390,PRJNA503392,SAMN10359101,,PRJNA503392,Unknown_media,Unknown_media:plasmid:exponential:HG001:pRsaI,exponential,HG001,Control,,,,0,0,SINGLE,cDNA,TRANSCRIPTOMIC,RNA-Seq,HG001,Illumina MiSeq,ILLUMINA,,503392,11/5/2018 15:41,SRR8144735,SRP167439,SRS4004881,Staphylococcus aureus,SRA802091,1280,91061,Staphylococcus aureus,1280,1280,,,rsaI sRNA:Unknown_media:plasmid:exponential:HG001:pRsaI,TRUE,TRUE,TRUE,TRUE,TRUE,HG001__plasmid_pRsaI_Exponential,rsaI sRNA,GEO,,,,,,TRUE,,,plasmid,pRsaI,,SRX4965390
SRX4965391,PRJNA503392,SAMN10359100,,PRJNA503392,Unknown_media,Unknown_media:Mutant:exponential:HG001:delta-RsaI,exponential,HG001,Control,,,,0,0,SINGLE,cDNA,TRANSCRIPTOMIC,RNA-Seq,HG001,Illumina MiSeq,ILLUMINA,,503392,11/5/2018 15:41,SRR8144736,SRP167439,SRS4004882,Staphylococcus aureus,SRA802091,1280,91061,Staphylococcus aureus,1280,1280,,,rsaI sRNA:Unknown_media:Mutant:exponential:HG001:delta-RsaI,TRUE,TRUE,TRUE,TRUE,TRUE,HG001__Mutant_delta-RsaI_Exponential,rsaI sRNA,GEO,,,,,,TRUE,,,Mutant,delta-RsaI,,SRX4965391
SRX4965393,PRJNA503392,SAMN10359099,,PRJNA503392,Unknown_media,Unknown_media:Mutant:exponential:HG001:delta-RsaI,exponential,HG001,Control,,,,0,0,SINGLE,cDNA,TRANSCRIPTOMIC,RNA-Seq,HG001,Illumina MiSeq,ILLUMINA,,503392,11/5/2018 15:41,SRR8144737,SRP167439,SRS4004884,Staphylococcus aureus,SRA802091,1280,91061,Staphylococcus aureus,1280,1280,,,rsaI sRNA:Unknown_media:Mutant:exponential:HG001:delta-RsaI,TRUE,TRUE,TRUE,TRUE,TRUE,HG001__Mutant_delta-RsaI_Exponential,rsaI sRNA,GEO,,,,,,TRUE,,,Mutant,delta-RsaI,,SRX4965393
SRX4965401,PRJNA503390,SAMN10359098,,PRJNA503390,Unknown_media,Unknown_media:Control:exponential:HG001:WT,exponential,HG001,Control,,,,0,0,SINGLE,cDNA,TRANSCRIPTOMIC,RNA-Seq,HG001,Illumina HiSeq 2500,ILLUMINA,,503390,11/5/2018 15:41,SRR8144747,SRP167440,SRS4004890,Staphylococcus aureus,SRA802092,1280,91061,Staphylococcus aureus,1280,1280,,,rsaI sRNA-total:Unknown_media:Control:exponential:HG001:WT,TRUE,TRUE,TRUE,TRUE,TRUE,HG001__Control_WT_Exponential,rsaI sRNA-total,GEO,,,,,,TRUE,,,Control,WT,,SRX4965401
SRX4965403,PRJNA503390,SAMN10359113,,PRJNA503390,Unknown_media,Unknown_media:Control:exponential:HG001:WT,exponential,HG001,Control,,,,0,0,SINGLE,cDNA,TRANSCRIPTOMIC,RNA-Seq,HG001,Illumina HiSeq 2500,ILLUMINA,,503390,11/5/2018 15:41,SRR8144748,SRP167440,SRS4004892,Staphylococcus aureus,SRA802092,1280,91061,Staphylococcus aureus,1280,1280,,,rsaI sRNA-total:Unknown_media:Control:exponential:HG001:WT,TRUE,TRUE,TRUE,TRUE,TRUE,HG001__Control_WT_Exponential,rsaI sRNA-total,GEO,,,,,,TRUE,,,Control,WT,,SRX4965403
SRX4965404,PRJNA503390,SAMN10359112,,PRJNA503390,Unknown_media,Unknown_media:Control:exponential:HG001:WT,exponential,HG001,Control,,,,0,0,SINGLE,cDNA,TRANSCRIPTOMIC,RNA-Seq,HG001,Illumina HiSeq 2500,ILLUMINA,,503390,11/5/2018 15:41,SRR8144750,SRP167440,SRS4004893,Staphylococcus aureus,SRA802092,1280,91061,Staphylococcus aureus,1280,1280,,,rsaI sRNA-total:Unknown_media:Control:exponential:HG001:WT,TRUE,TRUE,TRUE,TRUE,TRUE,HG001__Control_WT_Exponential,rsaI sRNA-total,GEO,,,,,,TRUE,,,Control,WT,,SRX4965404
SRX4965405,PRJNA503390,SAMN10359111,,PRJNA503390,Unknown_media,Unknown_media:mutant:exponential:HG001:delta-RsaI,exponential,HG001,Control,,,,0,0,SINGLE,cDNA,TRANSCRIPTOMIC,RNA-Seq,HG001,Illumina HiSeq 2500,ILLUMINA,,503390,11/5/2018 15:41,SRR8144751,SRP167440,SRS4004894,Staphylococcus aureus,SRA802092,1280,91061,Staphylococcus aureus,1280,1280,,,rsaI sRNA-total:Unknown_media:mutant:exponential:HG001:delta-RsaI,TRUE,TRUE,TRUE,TRUE,TRUE,HG001__mutant_delta-RsaI_Exponential,rsaI sRNA-total,GEO,,,,,,TRUE,,,mutant,delta-RsaI,,SRX4965405
SRX4965407,PRJNA503390,SAMN10359110,,PRJNA503390,Unknown_media,Unknown_media:mutant:exponential:HG001:delta-RsaI,exponential,HG001,Control,,,,0,0,SINGLE,cDNA,TRANSCRIPTOMIC,RNA-Seq,HG001,Illumina HiSeq 2500,ILLUMINA,,503390,11/5/2018 15:41,SRR8144752,SRP167440,SRS4004896,Staphylococcus aureus,SRA802092,1280,91061,Staphylococcus aureus,1280,1280,,,rsaI sRNA-total:Unknown_media:mutant:exponential:HG001:delta-RsaI,TRUE,TRUE,TRUE,TRUE,TRUE,HG001__mutant_delta-RsaI_Exponential,rsaI sRNA-total,GEO,,,,,,TRUE,,,mutant,delta-RsaI,,SRX4965407
SRX4965408,PRJNA503390,SAMN10359109,,PRJNA503390,Unknown_media,Unknown_media:mutant:exponential:HG001:delta-RsaI,exponential,HG001,Control,,,,0,0,SINGLE,cDNA,TRANSCRIPTOMIC,RNA-Seq,HG001,Illumina HiSeq 2500,ILLUMINA,,503390,11/5/2018 15:41,SRR8144753,SRP167440,SRS4004897,Staphylococcus aureus,SRA802092,1280,91061,Staphylococcus aureus,1280,1280,,,rsaI sRNA-total:Unknown_media:mutant:exponential:HG001:delta-RsaI,TRUE,TRUE,TRUE,TRUE,TRUE,HG001__mutant_delta-RsaI_Exponential,rsaI sRNA-total,GEO,,,,,,TRUE,,,mutant,delta-RsaI,,SRX4965408
SRX4965409,PRJNA503390,SAMN10359108,,PRJNA503390,Unknown_media,Unknown_media:plasmid:exponential:HG001:pRsaI,exponential,HG001,Control,,,,0,0,SINGLE,cDNA,TRANSCRIPTOMIC,RNA-Seq,HG001,Illumina HiSeq 2500,ILLUMINA,,503390,11/5/2018 15:41,SRR8144754,SRP167440,SRS4004898,Staphylococcus aureus,SRA802092,1280,91061,Staphylococcus aureus,1280,1280,,,rsaI sRNA-total:Unknown_media:plasmid:exponential:HG001:pRsaI,TRUE,TRUE,TRUE,TRUE,TRUE,HG001__plasmid_pRsaI_Exponential,rsaI sRNA-total,GEO,,,,,,TRUE,,,plasmid,pRsaI,,SRX4965409
SRX4965411,PRJNA503390,SAMN10359107,,PRJNA503390,Unknown_media,Unknown_media:plasmid:exponential:HG001:pRsaI,exponential,HG001,Control,,,,0,0,SINGLE,cDNA,TRANSCRIPTOMIC,RNA-Seq,HG001,Illumina HiSeq 2500,ILLUMINA,,503390,11/5/2018 15:41,SRR8144756,SRP167440,SRS4004900,Staphylococcus aureus,SRA802092,1280,91061,Staphylococcus aureus,1280,1280,,,rsaI sRNA-total:Unknown_media:plasmid:exponential:HG001:pRsaI,TRUE,TRUE,TRUE,TRUE,TRUE,HG001__plasmid_pRsaI_Exponential,rsaI sRNA-total,GEO,,,,,,TRUE,,,plasmid,pRsaI,,SRX4965411
SRX4965412,PRJNA503390,SAMN10359106,,PRJNA503390,Unknown_media,Unknown_media:plasmid:exponential:HG001:pRsaI,exponential,HG001,Control,,,,0,0,SINGLE,cDNA,TRANSCRIPTOMIC,RNA-Seq,HG001,Illumina HiSeq 2500,ILLUMINA,,503390,11/5/2018 15:41,SRR8144757,SRP167440,SRS4004901,Staphylococcus aureus,SRA802092,1280,91061,Staphylococcus aureus,1280,1280,,,rsaI sRNA-total:Unknown_media:plasmid:exponential:HG001:pRsaI,TRUE,TRUE,TRUE,TRUE,TRUE,HG001__plasmid_pRsaI_Exponential,rsaI sRNA-total,GEO,,,,,,TRUE,,,plasmid,pRsaI,,SRX4965412
SRX501463,PRJNA241252,SAMN02698493,,PRJNA241252,Unknown_media,Unknown_media:Control-DMSO:exponential:HG003:WT,exponential,HG003,Control-DMSO,,,From JCVI,0,0,SINGLE,RANDOM,TRANSCRIPTOMIC,RNA-Seq,HG003,Illumina HiSeq 2000,ILLUMINA,,241252,3/26/2014 21:36,SRR1205301,SRP040579,SRS582517,Staphylococcus aureus,SRA149252,1280,91061,Staphylococcus aureus,1280,1280,,,abx exposure:Unknown_media:Control-DMSO:exponential:HG003:WT,TRUE,TRUE,TRUE,TRUE,TRUE,HG003__Control-DMSO_WT_Exponential,abx exposure,JCVI,,,,,,TRUE,,,Control-DMSO,WT,,SRX501463
SRX501464,PRJNA241252,SAMN02698494,,PRJNA241252,Unknown_media,Unknown_media:Control-DMSO:exponential:HG003:WT,exponential,HG003,Control-DMSO,,,From JCVI,0,0,SINGLE,RANDOM,TRANSCRIPTOMIC,RNA-Seq,HG003,Illumina HiSeq 2000,ILLUMINA,,241252,3/26/2014 21:36,SRR1205302,SRP040579,SRS582518,Staphylococcus aureus,SRA149254,1280,91061,Staphylococcus aureus,1280,1280,,,abx exposure:Unknown_media:Control-DMSO:exponential:HG003:WT,TRUE,TRUE,TRUE,TRUE,TRUE,HG003__Control-DMSO_WT_Exponential,abx exposure,JCVI,,,,,,TRUE,,,Control-DMSO,WT,,SRX501464
SRX501466,PRJNA241252,SAMN02698496,,PRJNA241252,Unknown_media,Unknown_media:actinomycin:exponential:HG003:WT,exponential,HG003,Control-DMSO,,,From JCVI,0,0,SINGLE,RANDOM,TRANSCRIPTOMIC,RNA-Seq,HG003,Illumina HiSeq 2000,ILLUMINA,,241252,3/26/2014 11:09,SRR1205308,SRP040579,SRS582520,Staphylococcus aureus,SRA149256,1280,91061,Staphylococcus aureus,1280,1280,,,abx exposure:Unknown_media:actinomycin:exponential:HG003:WT,TRUE,TRUE,TRUE,TRUE,TRUE,HG003__actinomycin_WT_Exponential,abx exposure,JCVI,,,,,,TRUE,,,actinomycin,WT,,SRX501466
SRX501468,PRJNA241252,SAMN02698498,,PRJNA241252,Unknown_media,Unknown_media:actinomycin:exponential:HG003:WT,exponential,HG003,Control-DMSO,,,From JCVI,0,0,SINGLE,RANDOM,TRANSCRIPTOMIC,RNA-Seq,HG003,Illumina HiSeq 2000,ILLUMINA,,241252,3/26/2014 11:50,SRR1205311,SRP040579,SRS582522,Staphylococcus aureus,SRA149258,1280,91061,Staphylococcus aureus,1280,1280,,,abx exposure:Unknown_media:actinomycin:exponential:HG003:WT,TRUE,TRUE,TRUE,TRUE,TRUE,HG003__actinomycin_WT_Exponential,abx exposure,JCVI,,,,,,TRUE,,,actinomycin,WT,,SRX501468
SRX501471,PRJNA241252,SAMN02698499,,PRJNA241252,Unknown_media,Unknown_media:b26p7:exponential:HG003:WT,exponential,HG003,Control-DMSO,,,From JCVI,0,0,SINGLE,RANDOM,TRANSCRIPTOMIC,RNA-Seq,HG003,Illumina HiSeq 2000,ILLUMINA,,241252,3/26/2014 11:48,SRR1205327,SRP040579,SRS582528,Staphylococcus aureus,SRA149263,1280,91061,Staphylococcus aureus,1280,1280,,,abx exposure:Unknown_media:b26p7:exponential:HG003:WT,TRUE,TRUE,TRUE,TRUE,TRUE,HG003__b26p7_WT_Exponential,abx exposure,JCVI,,,,,,TRUE,,,b26p7,WT,,SRX501471
SRX501472,PRJNA241252,SAMN02698500,,PRJNA241252,Unknown_media,Unknown_media:b26p7:exponential:HG003:WT,exponential,HG003,Control-DMSO,,,From JCVI,0,0,SINGLE,RANDOM,TRANSCRIPTOMIC,RNA-Seq,HG003,Illumina HiSeq 2000,ILLUMINA,,241252,3/26/2014 11:50,SRR1205328,SRP040579,SRS582529,Staphylococcus aureus,SRA149265,1280,91061,Staphylococcus aureus,1280,1280,,,abx exposure:Unknown_media:b26p7:exponential:HG003:WT,TRUE,TRUE,TRUE,TRUE,TRUE,HG003__b26p7_WT_Exponential,abx exposure,JCVI,,,,,,TRUE,,,b26p7,WT,,SRX501472
SRX501473,PRJNA241252,SAMN02698525,,PRJNA241252,Unknown_media,Unknown_media:bactracomp:exponential:HG003:WT,exponential,HG003,Control-DMSO,,,From JCVI,0,0,SINGLE,RANDOM,TRANSCRIPTOMIC,RNA-Seq,HG003,Illumina HiSeq 2000,ILLUMINA,,241252,3/26/2014 11:48,SRR1205329,SRP040579,SRS582530,Staphylococcus aureus,SRA149266,1280,91061,Staphylococcus aureus,1280,1280,,,abx exposure:Unknown_media:bactracomp:exponential:HG003:WT,TRUE,TRUE,TRUE,TRUE,TRUE,HG003__bactracomp_WT_Exponential,abx exposure,JCVI,,,,,,TRUE,,,bactracomp,WT,,SRX501473
SRX501474,PRJNA241252,SAMN02698526,,PRJNA241252,Unknown_media,Unknown_media:bactracomp:exponential:HG003:WT,exponential,HG003,Control-DMSO,,,From JCVI,0,0,SINGLE,RANDOM,TRANSCRIPTOMIC,RNA-Seq,HG003,Illumina HiSeq 2000,ILLUMINA,,241252,3/26/2014 11:48,SRR1205330,SRP040579,SRS582531,Staphylococcus aureus,SRA149267,1280,91061,Staphylococcus aureus,1280,1280,,,abx exposure:Unknown_media:bactracomp:exponential:HG003:WT,TRUE,TRUE,TRUE,TRUE,TRUE,HG003__bactracomp_WT_Exponential,abx exposure,JCVI,,,,,,TRUE,,,bactracomp,WT,,SRX501474
SRX501475,PRJNA241252,SAMN02698527,,PRJNA241252,Unknown_media,Unknown_media:bactraext:exponential:HG003:WT,exponential,HG003,Control-DMSO,,,From JCVI,0,0,SINGLE,RANDOM,TRANSCRIPTOMIC,RNA-Seq,HG003,Illumina HiSeq 2000,ILLUMINA,,241252,3/26/2014 11:48,SRR1205331,SRP040579,SRS582532,Staphylococcus aureus,SRA149268,1280,91061,Staphylococcus aureus,1280,1280,,,abx exposure:Unknown_media:bactraext:exponential:HG003:WT,TRUE,TRUE,TRUE,TRUE,TRUE,HG003__bactraext_WT_Exponential,abx exposure,JCVI,,,,,,TRUE,,,bactraext,WT,,SRX501475
SRX501476,PRJNA241252,SAMN02698528,,PRJNA241252,Unknown_media,Unknown_media:bactraext:exponential:HG003:WT,exponential,HG003,Control-DMSO,,,From JCVI,0,0,SINGLE,RANDOM,TRANSCRIPTOMIC,RNA-Seq,HG003,Illumina HiSeq 2000,ILLUMINA,,241252,3/26/2014 11:48,SRR1205332,SRP040579,SRS582533,Staphylococcus aureus,SRA149269,1280,91061,Staphylococcus aureus,1280,1280,,,abx exposure:Unknown_media:bactraext:exponential:HG003:WT,TRUE,TRUE,TRUE,TRUE,TRUE,HG003__bactraext_WT_Exponential,abx exposure,JCVI,,,,,,TRUE,,,bactraext,WT,,SRX501476
SRX501477,PRJNA241252,SAMN02698501,,PRJNA241252,Unknown_media,Unknown_media:cam:exponential:HG003:WT,exponential,HG003,Control-DMSO,,,From JCVI,0,0,SINGLE,RANDOM,TRANSCRIPTOMIC,RNA-Seq,HG003,Illumina HiSeq 2000,ILLUMINA,,241252,3/26/2014 11:50,SRR1205333,SRP040579,SRS582534,Staphylococcus aureus,SRA149270,1280,91061,Staphylococcus aureus,1280,1280,,,abx exposure:Unknown_media:cam:exponential:HG003:WT,TRUE,TRUE,TRUE,TRUE,TRUE,HG003__cam_WT_Exponential,abx exposure,JCVI,,,,,,TRUE,,,cam,WT,,SRX501477
SRX501478,PRJNA241252,SAMN02698502,,PRJNA241252,Unknown_media,Unknown_media:cam:exponential:HG003:WT,exponential,HG003,Control-DMSO,,,From JCVI,0,0,SINGLE,RANDOM,TRANSCRIPTOMIC,RNA-Seq,HG003,Illumina HiSeq 2000,ILLUMINA,,241252,3/26/2014 11:50,SRR1205334,SRP040579,SRS582535,Staphylococcus aureus,SRA149271,1280,91061,Staphylococcus aureus,1280,1280,,,abx exposure:Unknown_media:cam:exponential:HG003:WT,TRUE,TRUE,TRUE,TRUE,TRUE,HG003__cam_WT_Exponential,abx exposure,JCVI,,,,,,TRUE,,,cam,WT,,SRX501478
SRX501479,PRJNA241252,SAMN02698505,,PRJNA241252,Unknown_media,Unknown_media:etycomp:exponential:HG003:WT,exponential,HG003,Control-DMSO,,,From JCVI,0,0,SINGLE,RANDOM,TRANSCRIPTOMIC,RNA-Seq,HG003,Illumina HiSeq 2000,ILLUMINA,,241252,3/26/2014 11:48,SRR1205335,SRP040579,SRS582536,Staphylococcus aureus,SRA149272,1280,91061,Staphylococcus aureus,1280,1280,,,abx exposure:Unknown_media:etycomp:exponential:HG003:WT,TRUE,TRUE,TRUE,TRUE,TRUE,HG003__etycomp_WT_Exponential,abx exposure,JCVI,,,,,,TRUE,,,etycomp,WT,,SRX501479
