,gene,subject,PID,alnLength,mismatchCount,gapOpenCount,queryStart,queryEnd,subjectStart,subjectEnd,eVal,bitScore,gene_length,COV,BBH
7804,USA300HOU_RS10990,DQM91_RS11180,100.0,494,0,0,1,494,1,494,0.0,1027.0,494,1.0,<=>
7805,USA300HOU_RS10995,DQM91_RS11185,100.0,316,0,0,1,316,1,316,0.0,651.0,316,1.0,<=>
7809,USA300HOU_RS11000,DQM91_RS11190,100.0,416,0,0,1,416,1,416,0.0,827.0,416,1.0,<=>
7810,USA300HOU_RS11005,DQM91_RS11195,100.0,74,0,0,1,74,1,74,2.28e-53,156.0,74,1.0,<=>
7811,USA300HOU_RS11010,DQM91_RS11200,100.0,342,0,0,1,342,18,359,0.0,689.0,342,1.0,<=>
7812,USA300HOU_RS11015,DQM91_RS11205,100.0,211,0,0,1,211,1,211,7.56e-155,424.0,211,1.0,<=>
7813,USA300HOU_RS11020,DQM91_RS11210,99.688,642,2,0,1,642,1,642,0.0,1313.0,642,1.0,<=>
7926,USA300HOU_RS11025,DQM91_RS11215,100.0,42,0,0,1,42,1,42,9.580000000000001e-27,87.0,42,1.0,<=>
7927,USA300HOU_RS11030,DQM91_RS11220,100.0,536,0,0,1,536,1,536,0.0,1105.0,536,1.0,<=>
7930,USA300HOU_RS11035,DQM91_RS11225,100.0,341,0,0,1,341,1,341,0.0,698.0,341,1.0,<=>
7932,USA300HOU_RS11040,DQM91_RS11230,99.265,136,1,0,1,136,19,154,3.81e-101,282.0,136,1.0,<=>
7933,USA300HOU_RS11045,DQM91_RS11235,100.0,220,0,0,1,220,1,220,6.39e-165,450.0,220,1.0,<=>
7935,USA300HOU_RS11050,DQM91_RS11240,100.0,144,0,0,1,144,10,153,1.36e-106,296.0,144,1.0,<=>
7936,USA300HOU_RS11055,DQM91_RS11245,100.0,51,0,0,1,51,1,51,5.7199999999999996e-30,95.9,51,1.0,<=>
7937,USA300HOU_RS11060,DQM91_RS11250,99.822,562,1,0,1,562,1,562,0.0,1150.0,562,1.0,<=>
7938,USA300HOU_RS11065,DQM91_RS11255,100.0,589,0,0,1,589,1,589,0.0,1220.0,589,1.0,<=>
7942,USA300HOU_RS11070,DQM91_RS11260,100.0,84,0,0,1,84,1,84,3.5e-58,169.0,84,1.0,<=>
7943,USA300HOU_RS11075,DQM91_RS11265,100.0,334,0,0,1,334,1,334,0.0,683.0,334,1.0,<=>
7944,USA300HOU_RS11080,DQM91_RS11270,100.0,509,0,0,1,509,1,509,0.0,1044.0,509,1.0,<=>
7946,USA300HOU_RS11085,DQM91_RS11275,99.713,348,1,0,1,348,1,348,0.0,713.0,348,1.0,<=>
7948,USA300HOU_RS11090,DQM91_RS11280,100.0,456,0,0,1,456,1,456,0.0,947.0,456,1.0,<=>
7950,USA300HOU_RS11095,DQM91_RS11285,100.0,190,0,0,1,190,1,190,2.72e-144,395.0,190,1.0,<=>
7952,USA300HOU_RS11100,DQM91_RS11290,100.0,422,0,0,1,422,1,422,0.0,872.0,422,1.0,<=>
7958,USA300HOU_RS11135,DQM91_RS11325,100.0,151,0,0,1,151,1,151,1.3199999999999999e-113,315.0,151,1.0,<=>
7959,USA300HOU_RS11140,DQM91_RS11330,100.0,716,0,0,1,716,1,716,0.0,1452.0,716,1.0,<=>
7966,USA300HOU_RS11145,DQM91_RS11335,100.0,256,0,0,1,256,1,256,0.0,523.0,256,1.0,<=>
7968,USA300HOU_RS11150,DQM91_RS11340,100.0,159,0,0,11,169,1,159,1.58e-114,318.0,169,0.9408284023668639,<=>
7969,USA300HOU_RS11155,DQM91_RS11345,100.0,108,0,0,1,108,1,108,1.3500000000000001e-75,215.0,108,1.0,<=>
7970,USA300HOU_RS11170,DQM91_RS11360,100.0,120,0,0,1,120,1,120,2.99e-85,240.0,120,1.0,<=>
7971,USA300HOU_RS11175,DQM91_RS11365,100.0,56,0,0,1,56,1,56,9.020000000000001e-37,113.0,56,1.0,<=>
7972,USA300HOU_RS11180,DQM91_RS11370,100.0,382,0,0,1,382,1,382,0.0,799.0,382,1.0,<=>
7974,USA300HOU_RS11185,DQM91_RS11375,100.0,119,0,0,1,119,1,119,1.17e-87,246.0,119,1.0,<=>
7975,USA300HOU_RS11190,DQM91_RS11380,100.0,163,0,0,1,163,1,163,1.89e-119,330.0,163,1.0,<=>
7977,USA300HOU_RS11195,DQM91_RS11385,100.0,527,0,0,1,527,1,527,0.0,1071.0,527,1.0,<=>
7978,USA300HOU_RS11200,DQM91_RS11390,100.0,159,0,0,1,159,1,159,2.13e-117,325.0,159,1.0,<=>
7980,USA300HOU_RS11205,DQM91_RS11395,100.0,186,0,0,1,186,1,186,1.7499999999999999e-141,388.0,186,1.0,<=>
7981,USA300HOU_RS11210,DQM91_RS11400,100.0,675,0,0,1,675,1,675,0.0,1358.0,675,1.0,<=>
7983,USA300HOU_RS11215,DQM91_RS11405,100.0,558,0,0,1,558,1,558,0.0,1125.0,558,1.0,<=>
7984,USA300HOU_RS11220,DQM91_RS11410,100.0,36,0,0,1,36,1,36,1.73e-18,65.9,36,1.0,<=>
7985,USA300HOU_RS11225,DQM91_RS11415,100.0,885,0,0,1,885,1,885,0.0,1809.0,885,1.0,<=>
7993,USA300HOU_RS11230,DQM91_RS11420,100.0,231,0,0,1,231,1,231,1.0599999999999999e-174,476.0,231,1.0,<=>
8007,USA300HOU_RS11235,DQM91_RS11425,100.0,506,0,0,1,506,1,506,0.0,1035.0,506,1.0,<=>
8014,USA300HOU_RS11240,DQM91_RS11430,99.779,452,1,0,1,452,1,452,0.0,926.0,452,1.0,<=>
8020,USA300HOU_RS11245,DQM91_RS11435,100.0,356,0,0,1,356,1,356,0.0,734.0,356,1.0,<=>
8024,USA300HOU_RS11250,DQM91_RS11440,100.0,400,0,0,1,400,1,400,0.0,791.0,400,1.0,<=>
8026,USA300HOU_RS11255,DQM91_RS11445,100.0,45,0,0,1,45,1,45,5.5e-27,87.8,45,1.0,<=>
8027,USA300HOU_RS11260,DQM91_RS11450,100.0,69,0,0,1,69,1,69,3.1799999999999998e-46,138.0,69,1.0,<=>
8029,USA300HOU_RS11265,DQM91_RS11455,100.0,97,0,0,1,97,1,97,4.73e-69,197.0,97,1.0,<=>
8031,USA300HOU_RS11270,DQM91_RS11460,100.0,494,0,0,1,494,1,494,0.0,1003.0,494,1.0,<=>
8033,USA300HOU_RS11275,DQM91_RS11465,100.0,215,0,0,1,215,1,215,2.4000000000000002e-164,448.0,215,1.0,<=>
8034,USA300HOU_RS11290,DQM91_RS11485,100.0,290,0,0,1,290,1,290,0.0,595.0,290,1.0,<=>
8035,USA300HOU_RS11295,DQM91_RS11490,100.0,213,0,0,1,213,1,213,1.42e-159,436.0,213,1.0,<=>
8036,USA300HOU_RS11300,DQM91_RS11495,100.0,263,0,0,1,263,1,263,0.0,529.0,263,1.0,<=>
8037,USA300HOU_RS11305,DQM91_RS11500,100.0,276,0,0,1,276,1,276,0.0,572.0,276,1.0,<=>
8040,USA300HOU_RS11310,DQM91_RS11505,99.563,229,1,0,1,229,1,229,4.29e-175,476.0,229,1.0,<=>
8041,USA300HOU_RS11320,DQM91_RS11510,100.0,231,0,0,1,231,1,231,4.47e-171,466.0,231,1.0,<=>
8043,USA300HOU_RS11325,DQM91_RS11515,100.0,115,0,0,1,115,1,115,6.55e-85,239.0,115,1.0,<=>
8045,USA300HOU_RS11330,DQM91_RS11520,100.0,146,0,0,22,167,1,146,1.51e-107,300.0,167,0.874251497005988,<=>
8046,USA300HOU_RS11335,DQM91_RS11525,100.0,146,0,0,1,146,1,146,2.23e-107,298.0,146,1.0,<=>
8047,USA300HOU_RS11340,DQM91_RS11530,99.762,421,1,0,1,421,1,421,0.0,843.0,421,1.0,<=>
8049,USA300HOU_RS11345,DQM91_RS11535,100.0,77,0,0,1,77,1,77,3.0899999999999997e-52,154.0,77,1.0,<=>
8050,USA300HOU_RS11350,DQM91_RS11540,100.0,30,0,0,1,30,1,30,3.54e-16,59.7,30,1.0,<=>
8051,USA300HOU_RS11355,DQM91_RS11545,100.0,134,0,0,1,134,1,134,1.02e-96,270.0,134,1.0,<=>
8052,USA300HOU_RS11360,DQM91_RS11550,100.0,470,0,0,1,470,1,470,0.0,950.0,470,1.0,<=>
8055,USA300HOU_RS11365,DQM91_RS11555,100.0,288,0,0,1,288,1,288,0.0,590.0,288,1.0,<=>
8056,USA300HOU_RS11370,DQM91_RS11560,100.0,502,0,0,1,502,1,502,0.0,1015.0,502,1.0,<=>
8059,USA300HOU_RS11375,DQM91_RS11565,100.0,179,0,0,1,179,1,179,9.770000000000001e-132,362.0,179,1.0,<=>
8060,USA300HOU_RS11380,DQM91_RS11570,100.0,173,0,0,1,173,1,173,7.42e-123,340.0,173,1.0,<=>
8061,USA300HOU_RS11385,DQM91_RS11575,100.0,70,0,0,1,70,1,70,1.56e-42,129.0,70,1.0,<=>
8062,USA300HOU_RS11390,DQM91_RS11580,100.0,242,0,0,1,242,1,242,3.8000000000000004e-179,488.0,242,1.0,<=>
8063,USA300HOU_RS11395,DQM91_RS11585,100.0,150,0,0,1,150,1,150,2.3600000000000003e-109,303.0,150,1.0,<=>
8064,USA300HOU_RS11400,DQM91_RS11590,100.0,375,0,0,1,375,1,375,0.0,772.0,375,1.0,<=>
8067,USA300HOU_RS11405,DQM91_RS11595,100.0,209,0,0,1,209,1,209,1.51e-154,423.0,209,1.0,<=>
8068,USA300HOU_RS11410,DQM91_RS11600,99.757,412,1,0,1,412,1,412,0.0,843.0,412,1.0,<=>
8069,USA300HOU_RS11415,DQM91_RS11605,100.0,174,0,0,1,174,1,174,1.3200000000000001e-129,357.0,174,1.0,<=>
8070,USA300HOU_RS11420,DQM91_RS11610,100.0,139,0,0,1,139,1,139,3.03e-103,287.0,139,1.0,<=>
8073,USA300HOU_RS11425,DQM91_RS11615,99.713,348,1,0,18,365,1,348,0.0,720.0,365,0.9534246575342465,<=>
8075,USA300HOU_RS11430,DQM91_RS11620,100.0,278,0,0,1,278,1,278,0.0,579.0,278,1.0,<=>
8076,USA300HOU_RS11435,DQM91_RS11625,100.0,358,0,0,1,358,1,358,0.0,725.0,358,1.0,<=>
8078,USA300HOU_RS11440,DQM91_RS11630,100.0,199,0,0,1,199,1,199,7.12e-151,412.0,199,1.0,<=>
8079,USA300HOU_RS11445,DQM91_RS11640,100.0,84,0,0,1,84,1,84,1.0899999999999999e-61,178.0,84,1.0,<=>
8080,USA300HOU_RS11450,DQM91_RS11645,99.772,438,1,0,1,438,1,438,0.0,890.0,438,1.0,<=>
8083,USA300HOU_RS11455,DQM91_RS11650,100.0,475,0,0,1,475,1,475,0.0,964.0,475,1.0,<=>
8088,USA300HOU_RS11460,DQM91_RS11655,100.0,111,0,0,1,111,1,111,9.259999999999999e-82,231.0,111,1.0,<=>
8089,USA300HOU_RS11465,DQM91_RS11660,100.0,419,0,0,1,419,1,419,0.0,856.0,419,1.0,<=>
8091,USA300HOU_RS11470,DQM91_RS11665,100.0,286,0,0,1,286,1,286,0.0,582.0,286,1.0,<=>
8092,USA300HOU_RS11475,DQM91_RS11670,100.0,173,0,0,1,173,1,173,4.03e-127,350.0,173,1.0,<=>
8093,USA300HOU_RS11480,DQM91_RS11675,99.813,536,1,0,1,536,1,536,0.0,1101.0,536,1.0,<=>
8095,USA300HOU_RS11485,DQM91_RS11680,100.0,176,0,0,1,176,1,176,6.86e-122,337.0,176,1.0,<=>
8096,USA300HOU_RS11490,DQM91_RS11685,99.65,286,1,0,1,286,1,286,0.0,587.0,286,1.0,<=>
8099,USA300HOU_RS11500,DQM91_RS11690,100.0,267,0,0,1,267,1,267,0.0,546.0,267,1.0,<=>
8100,USA300HOU_RS11505,DQM91_RS11695,100.0,223,0,0,1,223,1,223,2.4300000000000003e-167,456.0,223,1.0,<=>
8101,USA300HOU_RS11510,DQM91_RS11700,100.0,397,0,0,1,397,1,397,0.0,823.0,397,1.0,<=>
8102,USA300HOU_RS11515,DQM91_RS11705,100.0,394,0,0,1,394,1,394,0.0,800.0,394,1.0,<=>
8106,USA300HOU_RS11520,DQM91_RS11710,100.0,156,0,0,1,156,1,156,4.0999999999999997e-119,329.0,156,1.0,<=>
8107,USA300HOU_RS11525,DQM91_RS11715,100.0,116,0,0,1,116,1,116,4.95e-81,229.0,116,1.0,<=>
8108,USA300HOU_RS11530,DQM91_RS11720,100.0,433,0,0,1,433,1,433,0.0,865.0,433,1.0,<=>
8109,USA300HOU_RS11540,DQM91_RS11730,99.091,220,2,0,1,220,1,220,8.46e-161,439.0,220,1.0,<=>
8111,USA300HOU_RS11545,DQM91_RS11735,100.0,236,0,0,1,236,1,236,5.81e-180,489.0,236,1.0,<=>
8114,USA300HOU_RS11550,DQM91_RS11740,100.0,147,0,0,1,147,1,147,4.0500000000000003e-110,305.0,147,1.0,<=>
8115,USA300HOU_RS11555,DQM91_RS11745,100.0,137,0,0,1,137,1,137,7.379999999999999e-104,289.0,137,1.0,<=>
8116,USA300HOU_RS11560,DQM91_RS11750,100.0,457,0,0,1,457,1,457,0.0,948.0,457,1.0,<=>
8117,USA300HOU_RS11565,DQM91_RS11755,100.0,76,0,0,1,76,1,76,3.05e-51,151.0,76,1.0,<=>
8119,USA300HOU_RS11575,DQM91_RS11770,100.0,221,0,0,1,221,1,221,2.09e-165,451.0,221,1.0,<=>
8120,USA300HOU_RS11580,DQM91_RS11775,100.0,106,0,0,1,106,1,106,2.18e-75,214.0,106,1.0,<=>
8121,USA300HOU_RS11585,DQM91_RS11780,100.0,326,0,0,1,326,1,326,0.0,647.0,326,1.0,<=>
8124,USA300HOU_RS11590,DQM91_RS11785,100.0,363,0,0,1,363,1,363,0.0,716.0,363,1.0,<=>
8125,USA300HOU_RS11595,DQM91_RS11790,100.0,34,0,0,1,34,1,34,9.96e-19,66.2,34,1.0,<=>
8126,USA300HOU_RS11605,DQM91_RS11800,99.735,378,1,0,1,378,1,378,0.0,746.0,378,1.0,<=>
8127,USA300HOU_RS11610,DQM91_RS11805,100.0,30,0,0,1,30,1,30,4.02e-17,62.0,30,1.0,<=>
8128,USA300HOU_RS11615,DQM91_RS11810,100.0,285,0,0,1,285,1,285,0.0,593.0,285,1.0,<=>
8133,USA300HOU_RS11620,DQM91_RS11815,99.615,260,1,0,1,260,1,260,0.0,528.0,260,1.0,<=>
8197,USA300HOU_RS11625,DQM91_RS11820,100.0,601,0,0,1,601,1,601,0.0,1217.0,601,1.0,<=>
8200,USA300HOU_RS11630,DQM91_RS11825,100.0,512,0,0,1,512,1,512,0.0,1042.0,512,1.0,<=>
8201,USA300HOU_RS11635,DQM91_RS11830,99.859,710,1,0,1,710,1,710,0.0,1450.0,710,1.0,<=>
8206,USA300HOU_RS11640,DQM91_RS11835,100.0,144,0,0,1,144,1,144,1.51e-103,288.0,144,1.0,<=>
8211,USA300HOU_RS11645,DQM91_RS11840,99.728,368,1,0,1,368,1,368,0.0,746.0,368,1.0,<=>
8212,USA300HOU_RS11655,DQM91_RS11850,100.0,451,0,0,1,451,1,451,0.0,917.0,451,1.0,<=>
8214,USA300HOU_RS11660,DQM91_RS11855,100.0,310,0,0,1,310,1,310,0.0,616.0,310,1.0,<=>
8215,USA300HOU_RS11665,DQM91_RS11860,100.0,269,0,0,1,269,1,269,0.0,541.0,269,1.0,<=>
8216,USA300HOU_RS11670,DQM91_RS11865,100.0,302,0,0,1,302,1,302,0.0,608.0,302,1.0,<=>
8218,USA300HOU_RS15500,DQM91_RS11880,100.0,34,0,0,1,34,1,34,1.71e-20,70.9,34,1.0,<=>
8219,USA300HOU_RS11725,DQM91_RS11930,100.0,61,0,0,1,61,1,61,7.22e-38,116.0,61,1.0,<=>
8220,USA300HOU_RS11730,DQM91_RS11935,100.0,354,0,0,1,354,1,354,0.0,712.0,354,1.0,<=>
8222,USA300HOU_RS11735,DQM91_RS11940,99.583,480,2,0,1,480,1,480,0.0,952.0,480,1.0,<=>
8235,USA300HOU_RS11740,DQM91_RS11945,100.0,157,0,0,1,157,1,157,1.52e-111,310.0,157,1.0,<=>
8236,USA300HOU_RS11745,DQM91_RS11950,100.0,447,0,0,1,447,1,447,0.0,870.0,447,1.0,<=>
8249,USA300HOU_RS11750,DQM91_RS11955,100.0,227,0,0,1,227,1,227,9.420000000000001e-163,445.0,227,1.0,<=>
8250,USA300HOU_RS11755,DQM91_RS11960,100.0,395,0,0,1,395,1,395,0.0,809.0,395,1.0,<=>
8251,USA300HOU_RS11760,DQM91_RS11965,100.0,171,0,0,1,171,1,171,3.02e-124,343.0,171,1.0,<=>
8252,USA300HOU_RS11765,DQM91_RS11970,100.0,86,0,0,1,86,1,86,2.59e-60,175.0,86,1.0,<=>
8253,USA300HOU_RS11770,DQM91_RS11975,100.0,397,0,0,1,397,60,456,0.0,786.0,397,1.0,<=>
8255,USA300HOU_RS11775,DQM91_RS11980,100.0,322,0,0,1,322,1,322,0.0,614.0,322,1.0,<=>
8264,USA300HOU_RS11780,DQM91_RS11985,100.0,343,0,0,1,343,1,343,0.0,680.0,343,1.0,<=>
8272,USA300HOU_RS11785,DQM91_RS11990,100.0,327,0,0,1,327,1,327,0.0,657.0,327,1.0,<=>
8280,USA300HOU_RS11790,DQM91_RS11995,100.0,41,0,0,1,41,1,41,7.09e-24,79.7,41,1.0,<=>
8281,USA300HOU_RS11795,DQM91_RS12000,100.0,356,0,0,1,356,1,356,0.0,731.0,356,1.0,<=>
8282,USA300HOU_RS11800,DQM91_RS12005,100.0,585,0,0,1,585,1,585,0.0,1208.0,585,1.0,<=>
8287,USA300HOU_RS11805,DQM91_RS12010,100.0,397,0,0,1,397,1,397,0.0,800.0,397,1.0,<=>
8290,USA300HOU_RS11810,DQM91_RS12015,99.848,658,1,0,1,658,1,658,0.0,1357.0,658,1.0,<=>
8295,USA300HOU_RS11830,DQM91_RS12025,100.0,169,0,0,1,169,1,169,2.2500000000000002e-122,338.0,169,1.0,<=>
8296,USA300HOU_RS11835,DQM91_RS12030,100.0,79,0,0,1,79,1,79,6.32e-54,158.0,79,1.0,<=>
8297,USA300HOU_RS11840,DQM91_RS12035,100.0,178,0,0,1,178,1,178,1.39e-130,360.0,178,1.0,<=>
8298,USA300HOU_RS11845,DQM91_RS12040,100.0,520,0,0,1,520,1,520,0.0,1042.0,520,1.0,<=>
8301,USA300HOU_RS11850,DQM91_RS12045,100.0,333,0,0,1,333,1,333,0.0,689.0,333,1.0,<=>
8305,USA300HOU_RS11855,DQM91_RS12050,100.0,333,0,0,1,333,1,333,0.0,681.0,333,1.0,<=>
8307,USA300HOU_RS11860,DQM91_RS12055,99.654,289,1,0,6,294,1,289,0.0,590.0,294,0.9829931972789115,<=>
8308,USA300HOU_RS11865,DQM91_RS12060,100.0,470,0,0,1,470,1,470,0.0,972.0,470,1.0,<=>
8310,USA300HOU_RS11870,DQM91_RS12065,100.0,570,0,0,1,570,1,570,0.0,1152.0,570,1.0,<=>
8311,USA300HOU_RS11875,DQM91_RS12070,100.0,103,0,0,1,103,1,103,2.37e-73,209.0,103,1.0,<=>
8312,USA300HOU_RS11880,DQM91_RS12075,100.0,326,0,0,1,326,1,326,0.0,673.0,326,1.0,<=>
8313,USA300HOU_RS11885,DQM91_RS12080,100.0,310,0,0,1,310,1,310,0.0,630.0,310,1.0,<=>
8315,USA300HOU_RS11900,DQM91_RS12090,100.0,263,0,0,1,263,1,263,0.0,537.0,263,1.0,<=>
8317,USA300HOU_RS11905,DQM91_RS12095,100.0,246,0,0,1,246,1,246,0.0,506.0,246,1.0,<=>
8318,USA300HOU_RS11910,DQM91_RS12100,100.0,53,0,0,1,53,1,53,1.2499999999999999e-34,107.0,53,1.0,<=>
8320,USA300HOU_RS11920,DQM91_RS12110,100.0,41,0,0,1,41,1,41,1.1099999999999999e-23,79.3,41,1.0,<=>
8321,USA300HOU_RS11925,DQM91_RS12115,100.0,282,0,0,1,282,1,282,0.0,572.0,282,1.0,<=>
8327,USA300HOU_RS11930,DQM91_RS12120,99.275,138,1,0,1,138,1,138,4.76e-99,276.0,138,1.0,<=>
8329,USA300HOU_RS11935,DQM91_RS12125,100.0,55,0,0,1,55,1,55,1.68e-37,115.0,55,1.0,<=>
8330,USA300HOU_RS11940,DQM91_RS12130,100.0,807,0,0,1,807,1,807,0.0,1646.0,807,1.0,<=>
8331,USA300HOU_RS11945,DQM91_RS12135,100.0,284,0,0,1,284,1,284,0.0,588.0,284,1.0,<=>
8336,USA300HOU_RS11950,DQM91_RS12140,100.0,271,0,0,1,271,1,271,0.0,560.0,271,1.0,<=>
8338,USA300HOU_RS11955,DQM91_RS12145,100.0,141,0,0,1,141,1,141,8.120000000000001e-103,286.0,141,1.0,<=>
8340,USA300HOU_RS11960,DQM91_RS12150,100.0,234,0,0,1,234,1,234,1.95e-176,480.0,234,1.0,<=>
8342,USA300HOU_RS11965,DQM91_RS12155,99.819,554,1,0,1,554,1,554,0.0,1133.0,554,1.0,<=>
8346,USA300HOU_RS11970,DQM91_RS12160,100.0,79,0,0,1,79,1,79,1.8499999999999999e-54,159.0,79,1.0,<=>
8347,USA300HOU_RS11975,DQM91_RS12165,100.0,60,0,0,1,60,1,60,3.75e-39,119.0,60,1.0,<=>
8348,USA300HOU_RS11980,DQM91_RS12170,100.0,468,0,0,1,468,1,468,0.0,921.0,468,1.0,<=>
8349,USA300HOU_RS11985,DQM91_RS12175,100.0,378,0,0,1,378,1,378,0.0,759.0,378,1.0,<=>
8355,USA300HOU_RS11990,DQM91_RS12180,100.0,247,0,0,1,247,1,247,0.0,498.0,247,1.0,<=>
8356,USA300HOU_RS11995,DQM91_RS12185,98.876,89,1,0,9,97,1,89,5.02e-59,172.0,97,0.9175257731958762,<=>
8357,USA300HOU_RS12000,DQM91_RS12190,100.0,365,0,0,1,365,1,365,0.0,739.0,365,1.0,<=>
8358,USA300HOU_RS12010,DQM91_RS12195,100.0,130,0,0,1,130,1,130,2.42e-94,264.0,130,1.0,<=>
8359,USA300HOU_RS12015,DQM91_RS12200,100.0,145,0,0,1,145,1,145,1.66e-108,301.0,145,1.0,<=>
8360,USA300HOU_RS12020,DQM91_RS12205,100.0,267,0,0,1,267,1,267,0.0,558.0,267,1.0,<=>
8361,USA300HOU_RS12025,DQM91_RS12210,100.0,268,0,0,1,268,1,268,0.0,534.0,268,1.0,<=>
8364,USA300HOU_RS12030,DQM91_RS12215,100.0,286,0,0,1,286,1,286,0.0,593.0,286,1.0,<=>
8430,USA300HOU_RS12035,DQM91_RS12220,100.0,269,0,0,1,269,1,269,0.0,553.0,269,1.0,<=>
8494,USA300HOU_RS12040,DQM91_RS12225,100.0,122,0,0,1,122,1,122,1.27e-84,239.0,122,1.0,<=>
8495,USA300HOU_RS12045,DQM91_RS12230,100.0,314,0,0,1,314,1,314,0.0,629.0,314,1.0,<=>
8496,USA300HOU_RS12050,DQM91_RS12235,100.0,129,0,0,1,129,1,129,1.05e-93,262.0,129,1.0,<=>
8497,USA300HOU_RS12055,DQM91_RS12240,100.0,121,0,0,1,121,1,121,1.13e-84,239.0,121,1.0,<=>
8498,USA300HOU_RS12060,DQM91_RS12245,100.0,37,0,0,1,37,1,37,3.5e-21,72.8,37,1.0,<=>
8499,USA300HOU_RS12065,DQM91_RS12250,100.0,72,0,0,1,72,1,72,1.5e-50,149.0,72,1.0,<=>
8500,USA300HOU_RS12070,DQM91_RS12255,100.0,215,0,0,1,215,1,215,2.08e-159,436.0,215,1.0,<=>
8501,USA300HOU_RS12075,DQM91_RS12260,100.0,430,0,0,1,430,1,430,0.0,852.0,430,1.0,<=>
8503,USA300HOU_RS12080,DQM91_RS12265,100.0,146,0,0,1,146,1,146,9.27e-104,289.0,146,1.0,<=>
8504,USA300HOU_RS12085,DQM91_RS12270,100.0,59,0,0,1,59,1,59,2.92e-38,117.0,59,1.0,<=>
8505,USA300HOU_RS12090,DQM91_RS12275,100.0,166,0,0,1,166,1,166,6.32e-118,327.0,166,1.0,<=>
8506,USA300HOU_RS12095,DQM91_RS12280,100.0,119,0,0,1,119,1,119,2.03e-84,238.0,119,1.0,<=>
8507,USA300HOU_RS12100,DQM91_RS12285,100.0,178,0,0,1,178,1,178,4.76e-130,358.0,178,1.0,<=>
8508,USA300HOU_RS12105,DQM91_RS12290,100.0,132,0,0,1,132,1,132,2.1099999999999997e-95,267.0,132,1.0,<=>
8509,USA300HOU_RS12110,DQM91_RS12295,100.0,61,0,0,1,61,1,61,1.08e-41,126.0,61,1.0,<=>
8511,USA300HOU_RS12115,DQM91_RS12300,100.0,179,0,0,1,179,1,179,8.39e-131,360.0,179,1.0,<=>
8512,USA300HOU_RS12120,DQM91_RS12305,100.0,105,0,0,1,105,1,105,2.38e-72,206.0,105,1.0,<=>
8513,USA300HOU_RS12125,DQM91_RS12310,100.0,122,0,0,1,122,1,122,2.55e-85,241.0,122,1.0,<=>
8514,USA300HOU_RS12130,DQM91_RS12315,100.0,87,0,0,1,87,1,87,2.24e-59,172.0,87,1.0,<=>
8515,USA300HOU_RS12135,DQM91_RS12320,100.0,69,0,0,1,69,1,69,8.91e-44,132.0,69,1.0,<=>
8516,USA300HOU_RS12140,DQM91_RS12325,100.0,144,0,0,1,144,1,144,5.0899999999999994e-104,290.0,144,1.0,<=>
8517,USA300HOU_RS12145,DQM91_RS12330,100.0,217,0,0,1,217,1,217,5.77e-160,437.0,217,1.0,<=>
8518,USA300HOU_RS12150,DQM91_RS12335,100.0,117,0,0,1,117,1,117,3.25e-82,233.0,117,1.0,<=>
8519,USA300HOU_RS12155,DQM91_RS12340,100.0,92,0,0,1,92,1,92,3.14e-66,190.0,92,1.0,<=>
8520,USA300HOU_RS12160,DQM91_RS12345,100.0,277,0,0,1,277,1,277,0.0,556.0,277,1.0,<=>
8521,USA300HOU_RS12165,DQM91_RS12350,100.0,91,0,0,1,91,1,91,6.08e-64,184.0,91,1.0,<=>
8522,USA300HOU_RS12170,DQM91_RS12355,100.0,207,0,0,1,207,1,207,1.09e-153,421.0,207,1.0,<=>
8523,USA300HOU_RS12175,DQM91_RS12360,100.0,220,0,0,1,220,1,220,2.7900000000000003e-161,441.0,220,1.0,<=>
8524,USA300HOU_RS12180,DQM91_RS12365,100.0,102,0,0,1,102,1,102,1.49e-72,207.0,102,1.0,<=>
8525,USA300HOU_RS12185,DQM91_RS12370,100.0,129,0,0,1,129,1,129,1.77e-88,249.0,129,1.0,<=>
8526,USA300HOU_RS12190,DQM91_RS12375,100.0,444,0,0,1,444,1,444,0.0,869.0,444,1.0,<=>
8527,USA300HOU_RS12195,DQM91_RS12380,99.859,711,1,0,1,711,1,711,0.0,1478.0,711,1.0,<=>
8529,USA300HOU_RS12200,DQM91_RS12385,100.0,31,0,0,1,31,1,31,5.05e-18,64.3,31,1.0,<=>
8530,USA300HOU_RS12205,DQM91_RS12390,100.0,295,0,0,1,295,1,295,0.0,598.0,295,1.0,<=>
8531,USA300HOU_RS12210,DQM91_RS12395,100.0,287,0,0,1,287,1,287,0.0,550.0,287,1.0,<=>
8533,USA300HOU_RS12215,DQM91_RS12400,100.0,43,0,0,1,43,1,43,3.06e-28,90.9,43,1.0,<=>
8534,USA300HOU_RS12220,DQM91_RS12405,99.662,296,1,0,1,296,7,302,0.0,583.0,296,1.0,<=>
8535,USA300HOU_RS12225,DQM91_RS12410,100.0,54,0,0,1,54,1,54,2.67e-34,107.0,54,1.0,<=>
8536,USA300HOU_RS12230,DQM91_RS12415,100.0,105,0,0,1,105,1,105,2.03e-67,194.0,105,1.0,<=>
8537,USA300HOU_RS12235,DQM91_RS12420,100.0,1055,0,0,1,1055,1,1055,0.0,2117.0,1055,1.0,<=>
8539,USA300HOU_RS12240,DQM91_RS12425,100.0,421,0,0,1,421,1,421,0.0,869.0,421,1.0,<=>
